ID	log2(fold change)	-log10(Pvalue)
A_33_P3349774	-0.677	4.06
A_33_P3349827	-0.93	3.218
A_33_P3349840	-0.969	4.443
A_33_P3349843	-1.095	2.351
A_33_P3349870	-1.576	2.065
A_33_P3349912	1.42	2.486
A_33_P3349947	-0.666	3.87
A_33_P3350056	-1.533	5.589
A_33_P3350074	-0.521	3.243
A_33_P3350094	1.095	2.086
A_33_P3350196	1.191	3.02
A_33_P3350202	-0.715	2.791
A_33_P3350207	-0.784	5.186
A_33_P3350247	0.513	1.88
A_33_P3350259	-1.473	2.845
A_33_P3350374	-0.304	2.519
A_33_P3350423	0.658	1.92
A_33_P3350452	-0.264	1.785
A_33_P3350488	-0.804	4.849
A_33_P3350493	-0.589	2.56
A_33_P3350547	-0.821	2.222
A_33_P3350566	-0.655	1.99
A_33_P3350580	-1.381	3.398
A_33_P3350621	-0.668	2.054
A_33_P3350634	-0.501	3.405
A_33_P3350684	-0.409	1.769
A_33_P3350703	2.915	6.277
A_33_P3350710	0.431	1.804
A_33_P3350728	0.852	2.231
A_33_P3350744	0.511	1.757
A_33_P3350748	-0.317	1.875
A_33_P3350778	0.649	1.867
A_33_P3350853	-0.785	4.99
A_33_P3350892	-1.379	3.069
A_33_P3351027	-0.872	1.97
A_33_P3351052	0.882	3.387
A_33_P3351097	-1.015	3.839
A_33_P3351120	-0.263	2.167
A_33_P3351166	-2.529	3.494
A_33_P3351175	-0.505	3.78
A_33_P3351197	0.377	3.061
A_33_P3351259	0.725	3.28
A_33_P3351264	1.939	3.516
A_33_P3351279	-1.183	2.817
A_33_P3351346	-0.93	2.432
A_33_P3351351	-1.318	3.703
A_33_P3351440	-2.566	3.944
A_33_P3351510	1.737	3.462
A_33_P3351524	0.854	3.569
A_33_P3351554	-0.65	4.105
A_33_P3351606	-0.647	2.715
A_33_P3351615	-0.251	1.88
A_33_P3351664	0.453	2.02
A_33_P3351681	1.337	2.075
A_33_P3351735	-0.847	1.958
A_33_P3351765	0.761	3.954
A_33_P3351791	-1.501	1.802
A_33_P3351851	-1.096	4.475
A_33_P3351894	-0.324	2.459
A_33_P3351904	-1.274	3.257
A_33_P3351982	-0.245	1.819
A_33_P3352019	-1.13	4.857
A_33_P3352098	1.108	1.938
A_33_P3352148	-0.468	3.109
A_33_P3352268	-0.721	1.975
A_33_P3352304	-1.351	3.691
A_33_P3352449	0.755	5.132
A_33_P3352522	1.437	3.753
A_33_P3352544	0.787	4.311
A_33_P3352632	-1.198	5.181
A_33_P3352687	-0.439	2.622
A_33_P3352767	0.727	2.795
A_33_P3352822	1.177	5.332
A_33_P3352877	-0.797	4.887
A_33_P3352941	0.695	1.733
A_33_P3352958	0.467	2.994
A_33_P3352961	0.565	1.848
A_33_P3352970	1.557	5.615
A_33_P3353030	0.55	2.894
A_33_P3353051	1.115	5.991
A_33_P3353116	1.136	1.961
A_33_P3353125	-0.288	2.13
A_33_P3353170	0.352	2.488
A_33_P3353190	1.702	5.268
A_33_P3353210	0.315	1.748
A_33_P3353242	-0.806	2.038
A_33_P3353295	1.568	2.169
A_33_P3353343	0.462	2.482
A_33_P3353345	1.575	5.435
A_33_P3353425	-0.346	1.953
A_33_P3353471	1.167	4.043
A_33_P3353502	0.557	2.906
A_33_P3353547	-1.155	3.479
A_33_P3353692	-0.682	1.956
A_33_P3353712	0.485	3.841
A_33_P3353791	1.18	4.193
A_33_P3353864	-0.69	2.761
A_33_P3353873	-1.962	2.636
A_33_P3353916	-0.727	2.938
A_33_P3353921	-1.004	2.293
A_33_P3353948	-0.719	3.726
A_33_P3353979	-0.469	1.818
A_33_P3353991	4.064	6.743
A_33_P3353996	-0.9	4.677
A_33_P3354021	-0.376	2.84
A_33_P3354076	0.607	2.031
A_33_P3354084	-1.123	2.338
A_33_P3354106	0.761	3.513
A_33_P3354137	0.322	1.842
A_33_P3354141	0.391	2.872
A_33_P3354151	0.314	2.397
A_33_P3354181	-0.983	4.589
A_33_P3354191	-1.222	1.949
A_33_P3354267	0.488	3.789
A_33_P3354296	-0.766	4.649
A_33_P3354429	-1.445	7.329
A_33_P3354434	0.247	1.973
A_33_P3354479	-0.395	3.449
A_33_P3354539	-0.914	3.902
A_33_P3354607	2.046	2.386
A_33_P3354713	-1.274	3.001
A_33_P3354723	-0.911	2.378
A_33_P3354771	-0.632	3.431
A_33_P3354796	-0.572	3.107
A_33_P3354858	0.536	3.486
A_33_P3354990	0.432	2.503
A_33_P3355040	-0.774	4.355
A_33_P3355090	-0.289	1.968
A_33_P3355185	-0.314	2.668
A_33_P3355208	-0.971	4.152
A_33_P3355266	-1.029	3.04
A_33_P3355407	0.627	3.577
A_33_P3355408	-0.494	2.118
A_33_P3355464	-0.892	3.14
A_33_P3355503	-1.822	2.499
A_33_P3355567	-0.479	2.054
A_33_P3355580	-1.415	2.555
A_33_P3355608	-0.328	2.379
A_33_P3355703	1.399	2.266
A_33_P3355717	-0.826	3.21
A_33_P3355743	-0.389	2.793
A_33_P3355821	-0.662	2.995
A_33_P3355831	0.713	3.506
A_33_P3355877	-0.866	2.539
A_33_P3356075	-0.816	3.503
A_33_P3356092	-0.868	2.378
A_33_P3356210	-0.989	4.793
A_33_P3356216	0.544	2.636
A_33_P3356230	0.676	3.754
A_33_P3356245	1.321	5.306
A_33_P3356290	2.251	6.459
A_33_P3356341	0.376	1.886
A_33_P3356392	0.771	2.028
A_33_P3356413	1.53	3.41
A_33_P3356502	-0.285	1.919
A_33_P3356517	0.443	3.366
A_33_P3356525	-0.717	2.37
A_33_P3356631	-0.734	3.1
A_33_P3356701	-0.465	3.236
A_33_P3356711	-1.164	4.112
A_33_P3356731	-0.711	4.334
A_33_P3356821	0.581	1.988
A_33_P3356846	-0.258	1.749
A_33_P3356926	0.857	4.146
A_33_P3356985	-1.308	2.149
A_33_P3357002	3.179	4.815
A_33_P3357062	0.676	4.533
A_33_P3357087	-0.605	4.045
A_33_P3357143	1.415	2.136
A_33_P3357227	0.524	1.764
A_33_P3357247	1.467	6.23
A_33_P3357277	-1.306	2.672
A_33_P3357322	-0.519	3.851
A_33_P3357332	0.628	3.412
A_33_P3357470	-0.397	2.805
A_33_P3357530	-0.346	2.761
A_33_P3357535	-1.521	6.255
A_33_P3357580	-0.559	4.108
A_33_P3357620	-0.317	2.043
A_33_P3357653	-0.466	2.552
A_33_P3357658	-0.907	2.647
A_33_P3357669	-0.729	4.547
A_33_P3357738	2.177	2.004
A_33_P3357748	1.398	3.043
A_33_P3357753	-0.33	2.393
A_33_P3357773	-1.194	2.551
A_33_P3357818	-1.632	4.467
A_33_P3357935	-0.769	4.22
A_33_P3357949	-0.291	1.966
A_33_P3357954	0.58	3.544
A_33_P3357979	-0.7	3.27
A_33_P3357999	-2.148	5.316
A_33_P3358005	-1.254	1.837
A_33_P3358037	0.853	4.196
A_33_P3358069	-0.297	2.115
A_33_P3358099	0.295	1.956
A_33_P3358183	0.735	2.088
A_33_P3358233	-0.839	4.307
A_33_P3358253	0.448	2.899
A_33_P3358342	0.859	5.245
A_33_P3358347	0.606	3.471
A_33_P3358397	-0.634	2.197
A_33_P3358403	-0.337	2.534
A_33_P3358462	-0.876	5.402
A_33_P3358521	0.309	2.575
A_33_P3358621	-0.972	3.216
A_33_P3358641	-0.519	2.194
A_33_P3358648	-0.265	1.858
A_33_P3358731	1.428	3.542
A_33_P3358740	-0.547	1.778
A_33_P3358750	-0.591	1.822
A_33_P3358856	-0.697	4.44
A_33_P3358863	-1.176	2.494
A_33_P3358893	-1.077	1.772
A_33_P3358898	0.55	1.859
A_33_P3358923	2.146	2.738
A_33_P3358930	-0.721	3.216
A_33_P3358938	0.675	3.119
A_33_P3358943	-0.579	3.837
A_33_P3358977	-1.116	5.624
A_33_P3359012	0.959	5.236
A_33_P3359027	1.932	3.921
A_33_P3359047	-0.654	3.24
A_33_P3359071	-0.384	2.764
A_33_P3359084	-0.447	1.939
A_33_P3359219	-0.237	1.901
A_33_P3359223	-0.48	3.003
A_33_P3359250	-0.391	1.982
A_33_P3359268	-0.293	2.451
A_33_P3359344	-0.32	2.566
A_33_P3359368	0.668	2.036
A_33_P3359413	-0.534	3.747
A_33_P3359428	1.297	1.84
A_33_P3359473	-0.381	3.12
A_33_P3359508	-1.8	4.29
A_33_P3359518	0.764	2.327
A_33_P3359748	0.871	3.889
A_33_P3359753	-0.247	2.223
A_33_P3359791	-1.121	2.641
A_33_P3359878	-1.728	2.599
A_33_P3359900	-1.006	5.238
A_33_P3359984	-0.271	1.734
A_33_P3360072	3.948	4.981
A_33_P3360097	-0.603	3.924
A_33_P3360216	-0.787	5.187
A_33_P3360311	1.648	2.285
A_33_P3360326	-1.051	4.728
A_33_P3360341	2.018	5.429
A_33_P3360363	-1.079	3.314
A_33_P3360382	0.701	3.371
A_33_P3360392	-0.584	3.346
A_33_P3360426	0.916	3.96
A_33_P3360525	-0.842	4.152
A_33_P3360565	1.38	2.858
A_33_P3360665	0.721	2.581
A_33_P3360718	-0.491	2.943
A_33_P3360728	1.09	5.856
A_33_P3360773	0.585	3.113
A_33_P3360814	-2.014	3.012
A_33_P3360823	0.649	4.289
A_33_P3360912	-0.805	2.392
A_33_P3360917	-0.629	4.229
A_33_P3361067	-1.588	2.582
A_33_P3361152	0.805	2.482
A_33_P3361202	-0.413	1.819
A_33_P3361267	-1.173	3.073
A_33_P3361309	-0.565	3.227
A_33_P3361337	-1.332	2.168
A_33_P3361393	-0.47	3.842
A_33_P3361398	0.85	3.755
A_33_P3361442	0.422	1.963
A_33_P3361457	-0.532	2.875
A_33_P3361681	-0.833	5.307
A_33_P3361701	-0.369	2.758
A_33_P3361707	0.306	1.745
A_33_P3361711	0.703	1.88
A_33_P3361746	0.699	3.909
A_33_P3361758	1.163	4.291
A_33_P3361771	-1.635	3.812
A_33_P3361811	0.894	4.54
A_33_P3361896	1.249	1.987
A_33_P3362046	-1.071	2.637
A_33_P3362048	-0.944	2.993
A_33_P3362088	0.908	5.441
A_33_P3362143	-1.345	6.637
A_33_P3362153	-0.616	3.759
A_33_P3362208	-0.914	3.348
A_33_P3362267	-1.299	3.788
A_33_P3362311	2.714	3.391
A_33_P3362321	0.71	2.779
A_33_P3362371	0.616	3.545
A_33_P3362453	-1.478	4.542
A_33_P3362521	1.002	5.574
A_33_P3362526	-1.002	5.047
A_33_P3362536	-1.38	2.006
A_33_P3362562	0.596	2.263
A_33_P3362567	-0.856	4.414
A_33_P3362616	-0.487	3.653
A_33_P3362641	-0.367	2.719
A_33_P3362668	0.279	2.12
A_33_P3362696	-0.25	1.764
A_33_P3362727	-0.574	3.332
A_33_P3362770	1.282	4.519
A_33_P3362781	0.766	3.242
A_33_P3362791	1.277	1.814
A_33_P3362812	-0.426	2.985
A_33_P3362826	1.443	6.212
A_33_P3362831	1.714	1.897
A_33_P3362861	0.446	2.277
A_33_P3362869	-0.37	2.682
A_33_P3362886	-0.438	2.29
A_33_P3362891	-0.691	4.178
A_33_P3362900	0.449	3.122
A_33_P3362952	-0.508	2.117
A_33_P3362981	1.06	4.23
A_33_P3363016	-0.537	4
A_33_P3363082	0.576	2.305
A_33_P3363091	-0.889	2.049
A_33_P3363153	0.636	4.029
A_33_P3363161	0.588	1.84
A_33_P3363168	-0.741	4.913
A_33_P3363188	2.218	7.313
A_33_P3363245	2.2	5.803
A_33_P3363260	-0.435	3.065
A_33_P3363420	1.577	5.591
A_33_P3363425	1.847	5.15
A_33_P3363445	0.679	3.293
A_33_P3363460	-0.331	1.849
A_33_P3363485	-0.736	3.059
A_33_P3363500	-0.684	2.203
A_33_P3363515	0.598	3.314
A_33_P3363537	-0.779	2.706
A_33_P3363560	-0.836	5.552
A_33_P3363630	-1.37	2.426
A_33_P3363655	-0.564	2.239
A_33_P3363665	0.55	3.464
A_33_P3363680	-1.69	3.791
A_33_P3363710	0.995	2.51
A_33_P3363720	-0.54	3.696
A_33_P3363804	-1.262	2.397
A_33_P3363898	-0.588	3.893
A_33_P3364051	0.415	1.886
A_33_P3364205	0.651	4.088
A_33_P3364235	0.523	1.791
A_33_P3364293	-0.393	2.084
A_33_P3364348	-0.43	2.669
A_33_P3364373	-0.525	2.997
A_33_P3364379	0.328	2.677
A_33_P3364389	0.726	4.172
A_33_P3364520	-0.313	1.795
A_33_P3364582	-0.575	3.547
A_33_P3364661	-0.45	2.582
A_33_P3364696	0.809	4.801
A_33_P3364741	0.534	4.108
A_33_P3364801	-1.191	1.944
A_33_P3364849	-1.681	3.223
A_33_P3364864	0.384	2.057
A_33_P3364989	-0.591	2.483
A_33_P3365002	-0.366	2.57
A_33_P3365037	-0.425	3.097
A_33_P3365047	-0.797	4.287
A_33_P3365072	-2.032	2.644
A_33_P3365134	2.016	6.288
A_33_P3365352	-0.426	1.832
A_33_P3365357	-1.152	6.126
A_33_P3365408	0.748	3.022
A_33_P3365501	-1.047	1.776
A_33_P3365524	-0.614	3.601
A_33_P3365596	0.843	4.343
A_33_P3365601	0.505	1.776
A_33_P3365611	-1.351	5.825
A_33_P3365616	-0.651	3.837
A_33_P3365676	-0.271	2.123
A_33_P3365735	1.718	1.888
A_33_P3365755	-0.586	2.239
A_33_P3365805	-0.582	4.609
A_33_P3365810	-0.625	4.264
A_33_P3365845	-1.201	3.546
A_33_P3365856	-0.555	3.502
A_33_P3365864	0.729	3.098
A_33_P3365932	0.819	3.091
A_33_P3365985	-0.609	2.839
A_33_P3366039	-0.655	3.984
A_33_P3366064	-0.576	2.141
A_33_P3366073	-1.053	3.546
A_33_P3366082	-0.711	3.946
A_33_P3366102	-0.677	4.029
A_33_P3366124	0.89	4.689
A_33_P3366127	1.997	3.389
A_33_P3366146	-0.65	3.126
A_33_P3366175	-0.723	1.741
A_33_P3366179	-1.132	1.85
A_33_P3366195	-0.897	3.143
A_33_P3366221	1.863	5.304
A_33_P3366321	-1.109	2.184
A_33_P3366336	-0.856	4.917
A_33_P3366484	-0.471	2.577
A_33_P3366550	2.104	2.327
A_33_P3366575	-1.196	4.485
A_33_P3366667	-0.648	2.732
A_33_P3366758	0.518	1.745
A_33_P3366903	0.336	1.816
A_33_P3366987	-0.911	4.888
A_33_P3367087	-1.41	2.801
A_33_P3367112	-0.427	2.968
A_33_P3367171	-0.568	2.205
A_33_P3367196	-1.714	6.065
A_33_P3367201	-0.53	3.659
A_33_P3367247	-0.387	2.074
A_33_P3367316	0.964	3.257
A_33_P3367332	-0.767	3.817
A_33_P3367361	-0.294	2.103
A_33_P3367396	-0.741	2.488
A_33_P3367596	0.66	2.241
A_33_P3367606	1.802	3.237
A_33_P3367701	1.269	6.284
A_33_P3367717	-1.248	2.942
A_33_P3367811	0.97	1.828
A_33_P3367830	-0.289	2.235
A_33_P3367855	-0.703	4.191
A_33_P3367924	-1.99	3.288
A_33_P3367970	0.344	2.509
A_33_P3368039	-0.53	3.008
A_33_P3368049	-1.511	6.02
A_33_P3368109	-0.81	2.518
A_33_P3368144	-1.589	1.836
A_33_P3368188	-0.734	3.502
A_33_P3368193	0.708	3.814
A_33_P3368323	0.538	1.819
A_33_P3368328	-0.355	2.7
A_33_P3368339	0.428	2.22
A_33_P3368358	-0.389	2.281
A_33_P3368375	0.391	2.623
A_33_P3368383	1.656	2.437
A_33_P3368388	0.521	1.787
A_33_P3368445	-0.41	1.93
A_33_P3368471	0.354	1.953
A_33_P3368495	-0.572	4.011
A_33_P3368500	-0.27	1.954
A_33_P3368560	0.55	2.217
A_33_P3368636	-0.754	4.466
A_33_P3368675	-0.805	3.815
A_33_P3368706	0.388	2.174
A_33_P3368771	-0.505	3.707
A_33_P3368785	-0.531	2.935
A_33_P3368900	0.773	2.47
A_33_P3368905	0.824	3.426
A_33_P3368950	-1.37	2.69
A_33_P3368985	0.504	1.733
A_33_P3369016	2.076	1.83
A_33_P3369029	-1.875	2.908
A_33_P3369034	0.58	4.105
A_33_P3369153	-0.784	5.15
A_33_P3369178	0.765	3.778
A_33_P3369190	-0.497	2.107
A_33_P3369213	1.176	3.63
A_33_P3369245	-1.362	2.896
A_33_P3369266	-0.726	2.305
A_33_P3369286	-0.526	3.778
A_33_P3369311	0.513	3.685
A_33_P3369317	0.918	5.252
A_33_P3369336	-0.902	2.108
A_33_P3369419	0.553	2.443
A_33_P3369436	-0.833	4.834
A_33_P3369452	0.255	1.84
A_33_P3369530	-0.402	2.051
A_33_P3369550	0.9	5.12
A_33_P3369565	0.493	3.011
A_33_P3369567	0.447	2.281
A_33_P3369581	-0.308	2.277
A_33_P3369631	0.282	2.109
A_33_P3369663	-0.489	3.464
A_33_P3369696	-0.774	4.189
A_33_P3369706	0.699	1.983
A_33_P3369741	0.576	1.946
A_33_P3369760	-0.753	3.822
A_33_P3369761	0.679	3.932
A_33_P3369766	-0.618	2.949
A_33_P3369781	0.512	3.374
A_33_P3369786	1.253	4.277
A_33_P3369799	-0.958	1.984
A_33_P3369829	-1.056	2.715
A_33_P3369844	-0.739	4.408
A_33_P3369885	-1.709	1.865
A_33_P3369914	0.501	3.639
A_33_P3369939	-0.83	4.174
A_33_P3369964	1.227	3.705
A_33_P3369969	-0.221	1.933
A_33_P3370015	-0.616	3.093
A_33_P3370029	-0.999	1.768
A_33_P3370060	0.648	2.706
A_33_P3370202	0.563	1.826
A_33_P3370217	0.729	1.774
A_33_P3370226	-0.533	3.852
A_33_P3370244	-1.485	1.987
A_33_P3370284	-0.595	3.233
A_33_P3370364	-0.269	2
A_33_P3370404	-0.326	2.637
A_33_P3370424	-0.331	2.607
A_33_P3370449	0.965	3.25
A_33_P3370454	0.655	1.913
A_33_P3370461	0.796	3.122
A_33_P3370511	-0.601	2.888
A_33_P3370515	0.369	1.902
A_33_P3370570	2.278	3.128
A_33_P3370634	-0.478	2.143
A_33_P3370751	-0.596	1.97
A_33_P3370855	1.036	2.174
A_33_P3370881	-1.006	3.446
A_33_P3370930	-0.244	1.812
A_33_P3370944	-1.671	2.746
A_33_P3371055	-0.234	1.857
A_33_P3371109	0.533	2.307
A_33_P3371142	0.703	3.917
A_33_P3371144	-0.933	3.965
A_33_P3371219	-1.106	4.444
A_33_P3371224	-0.452	2.728
A_33_P3371260	0.494	1.856
A_33_P3371270	-1.395	5.243
A_33_P3371341	-0.924	2.549
A_33_P3371402	-1.337	2.009
A_33_P3371460	-0.662	2.801
A_33_P3371493	-0.54	3.685
A_33_P3371514	0.421	2.006
A_33_P3371564	0.863	4.357
A_33_P3371588	-1.438	3.972
A_33_P3371683	-1.511	2.557
A_33_P3371718	0.437	3.057
A_33_P3371889	1.612	2.77
A_33_P3371904	-0.43	1.917
A_33_P3371989	-0.694	2.715
A_33_P3372069	1.142	4.283
A_33_P3372074	-0.323	1.75
A_33_P3372084	-0.353	2.623
A_33_P3372090	-0.834	3.991
A_33_P3372099	1.202	2.511
A_33_P3372189	-0.519	3.547
A_33_P3372285	0.789	3.989
A_33_P3372332	1.426	3.046
A_33_P3372426	-1.396	2.383
A_33_P3372451	-0.905	4.318
A_33_P3372466	-0.329	2.146
A_33_P3372526	-0.483	2.239
A_33_P3372566	0.537	1.768
A_33_P3372580	0.635	4.28
A_33_P3372640	-0.529	3.372
A_33_P3372667	-0.833	3.129
A_33_P3372705	0.519	2.368
A_33_P3372727	-0.67	3.391
A_33_P3372788	0.569	2.337
A_33_P3372859	-0.541	4.068
A_33_P3372886	-0.414	2.733
A_33_P3372910	1.778	7.024
A_33_P3372941	-0.536	4.128
A_33_P3372979	-0.645	3.743
A_33_P3372985	0.525	1.805
A_33_P3373046	0.709	3.571
A_33_P3373185	-0.402	2.08
A_33_P3373203	-0.929	3.912
A_33_P3373298	-0.331	2.09
A_33_P3373358	-1.147	5.767
A_33_P3373364	1.094	6.054
A_33_P3373375	-0.506	3.598
A_33_P3373388	0.898	3.031
A_33_P3373403	-0.6	3.786
A_33_P3373433	1.448	3.617
A_33_P3373459	-0.694	4.211
A_33_P3373469	-0.571	3.923
A_33_P3373560	0.687	2.575
A_33_P3373580	0.548	1.832
A_33_P3373715	-0.712	3.643
A_33_P3373765	0.553	2.73
A_33_P3373795	-1.162	2.376
A_33_P3373810	-0.957	2.144
A_33_P3373850	0.635	3.667
A_33_P3373985	-0.435	2.04
A_33_P3374025	0.694	2.55
A_33_P3374030	-0.689	1.877
A_33_P3374162	0.514	1.795
A_33_P3374180	-1.552	2.987
A_33_P3374190	0.412	1.875
A_33_P3374205	-1.142	5.63
A_33_P3374210	-0.759	5.103
A_33_P3374258	-1.908	2.554
A_33_P3374264	0.478	2.483
A_33_P3374293	0.65	4.954
A_33_P3374365	-0.575	1.995
A_33_P3374378	0.682	2.484
A_33_P3374398	-1.452	2.104
A_33_P3374559	1.189	4.905
A_33_P3374623	1.352	5.296
A_33_P3374643	0.434	3.388
A_33_P3374673	1.505	5.591
A_33_P3374684	0.399	3.094
A_33_P3374723	0.299	1.769
A_33_P3374903	1.428	3.845
A_33_P3374947	0.621	2.704
A_33_P3374957	-0.712	4.693
A_33_P3374970	-0.821	4.732
A_33_P3374971	-0.823	4.868
A_33_P3375140	-0.282	1.746
A_33_P3375145	1.743	3.838
A_33_P3375170	-1.438	1.937
A_33_P3375234	0.761	4.607
A_33_P3375334	-1.083	3.578
A_33_P3375368	0.556	2.138
A_33_P3375383	-0.844	4.002
A_33_P3375398	-0.427	2.512
A_33_P3375435	0.828	3.452
A_33_P3375466	-1.18	2.643
A_33_P3375467	-0.867	2.152
A_33_P3375476	0.271	2.024
A_33_P3375496	0.448	3.252
A_33_P3375556	-1.6	2.319
A_33_P3375576	-0.635	2.818
A_33_P3375613	0.621	1.826
A_33_P3375646	-0.693	3.133
A_33_P3375673	-0.293	2.131
A_33_P3375755	-1.34	3.054
A_33_P3375790	2.207	2.699
A_33_P3375894	-0.344	1.901
A_33_P3375899	-1.919	2.659
A_33_P3375950	-1.238	6.436
A_33_P3376007	-0.458	3.739
A_33_P3376031	-1.842	3.076
A_33_P3376071	-0.577	4.237
A_33_P3376075	-0.539	3.372
A_33_P3376090	-0.581	1.822
A_33_P3376116	-0.73	3.278
A_33_P3376154	-0.512	3.501
A_33_P3376205	-2.23	3.435
A_33_P3376214	0.631	3.654
A_33_P3376341	0.999	4.596
A_33_P3376379	0.771	4.06
A_33_P3376419	-0.853	3.149
A_33_P3376454	-1.064	2.87
A_33_P3376527	-0.451	1.82
A_33_P3376541	1.495	3.37
A_33_P3376551	0.775	1.983
A_33_P3376636	-0.369	2.081
A_33_P3376644	-0.611	2.959
A_33_P3376781	0.426	3.077
A_33_P3376806	0.664	4.161
A_33_P3376828	-0.979	5.731
A_33_P3376872	0.795	1.732
A_33_P3376873	-0.965	2.593
A_33_P3376954	-0.786	3.644
A_33_P3376965	3.375	7.628
A_33_P3376971	2.863	8.086
A_33_P3376976	-1.628	2.095
A_33_P3377005	0.528	2.378
A_33_P3377045	0.853	4.876
A_33_P3377090	-1.363	1.744
A_33_P3377110	-0.597	3.07
A_33_P3377199	-0.574	3.543
A_33_P3377209	-0.937	5.026
A_33_P3377239	-0.56	3.227
A_33_P3377294	-0.405	3.035
A_33_P3377304	-1.109	3.212
A_33_P3377399	-0.378	2.514
A_33_P3377851	-0.419	2.798
A_33_P3377888	-0.843	2.834
A_33_P3378047	-0.37	2.183
A_33_P3378051	-1.078	3.971
A_33_P3378081	0.57	1.926
A_33_P3378126	1.024	4.829
A_33_P3378284	0.979	2.885
A_33_P3378318	-1.005	3.48
A_33_P3378334	-0.564	3.125
A_33_P3378360	-0.688	4.909
A_33_P3378383	1.151	2.357
A_33_P3378384	1.024	2.364
A_33_P3378412	-1.169	2.223
A_33_P3378435	0.852	3.313
A_33_P3378514	-0.677	3.98
A_33_P3378531	0.814	4.157
A_33_P3378545	-1.145	3.299
A_33_P3378689	0.376	2.593
A_33_P3378707	-0.946	5.622
A_33_P3378777	0.593	1.995
A_33_P3378785	-0.357	2.972
A_33_P3378790	1.826	5.75
A_33_P3378800	-0.439	3.636
A_33_P3378835	-0.339	2.222
A_33_P3378925	-0.959	4.355
A_33_P3379004	-0.492	2.03
A_33_P3379017	-0.326	2.147
A_33_P3379076	-0.582	3.048
A_33_P3379091	-1.042	4.452
A_33_P3379116	0.84	4.164
A_33_P3379157	-0.242	1.923
A_33_P3379166	1.292	3.129
A_33_P3379190	0.519	1.747
A_33_P3379199	-0.754	4.919
A_33_P3379268	-2.262	2.542
A_33_P3379371	-0.267	2.128
A_33_P3379377	0.815	3.335
A_33_P3379381	0.462	2.383
A_33_P3379391	1.438	3.92
A_33_P3379406	-0.507	3.274
A_33_P3379436	0.864	3.908
A_33_P3379454	-0.776	4.129
A_33_P3379456	0.316	2.184
A_33_P3379463	-0.768	5.039
A_33_P3379486	-1.177	2.139
A_33_P3379492	0.773	3.302
A_33_P3379581	1.154	1.889
A_33_P3379669	-0.467	3.524
A_33_P3379680	-2.56	4.99
A_33_P3379701	1.562	3.065
A_33_P3379726	0.435	3.146
A_33_P3379775	0.585	3.132
A_33_P3379801	0.381	2.688
A_33_P3379811	0.774	1.928
A_33_P3379896	-2.06	1.855
A_33_P3379916	1.252	5.587
A_33_P3379939	0.602	3.777
A_33_P3379941	0.61	3.799
A_33_P3379962	0.541	4.009
A_33_P3379967	-1.155	2.232
A_33_P3380056	-1.245	3.89
A_33_P3380063	0.765	3.33
A_33_P3380071	-0.812	2.141
A_33_P3380086	-1.462	1.731
A_33_P3380101	0.284	2.142
A_33_P3380161	-0.82	2.736
A_33_P3380211	0.592	2.703
A_33_P3380252	2.115	2.458
A_33_P3380311	-0.371	1.802
A_33_P3380372	-0.788	2.994
A_33_P3380417	-0.271	1.915
A_33_P3380457	0.497	1.922
A_33_P3380472	0.524	1.96
A_33_P3380493	-0.461	1.994
A_33_P3380567	0.598	4.021
A_33_P3380612	-0.9	2.835
A_33_P3380618	-1.063	2.158
A_33_P3380682	-0.461	2.678
A_33_P3380693	-0.248	1.993
A_33_P3380742	-0.986	5.167
A_33_P3380850	-1.135	1.854
A_33_P3380867	-0.633	3.606
A_33_P3380883	1.318	5.16
A_33_P3380897	-0.677	4.615
A_33_P3380913	-0.837	2.626
A_33_P3380944	-0.563	2.927
A_33_P3380982	-0.564	3.464
A_33_P3381022	-1.322	4.188
A_33_P3381064	-0.882	2.437
A_33_P3381077	0.54	1.813
A_33_P3381087	-1.427	2.626
A_33_P3381127	1.444	5.174
A_33_P3381132	-2.494	5.467
A_33_P3381183	0.465	2.116
A_33_P3381191	-0.456	1.746
A_33_P3381235	-0.519	3.378
A_33_P3381259	0.433	3.013
A_33_P3381328	0.923	3.861
A_33_P3381338	1.015	4.204
A_33_P3381490	-1.09	1.951
A_33_P3381613	-1.273	3.04
A_33_P3381621	-1.74	2.25
A_33_P3381647	-0.986	4.43
A_33_P3381751	-0.862	4.932
A_33_P3381781	-0.7	2.624
A_33_P3381827	0.852	3.324
A_33_P3381851	-0.293	1.922
A_33_P3381870	0.401	2.709
A_33_P3381963	-1.405	2.998
A_33_P3381996	1.016	2.559
A_33_P3382031	1.597	1.78
A_33_P3382086	0.534	3.56
A_33_P3382100	-1.612	2.371
A_33_P3382105	0.516	1.979
A_33_P3382125	-0.647	3.468
A_33_P3382143	-0.591	2.032
A_33_P3382147	-0.515	1.879
A_33_P3382177	-0.398	3.011
A_33_P3382267	0.419	2.045
A_33_P3382271	0.976	3.46
A_33_P3382296	-0.554	2.201
A_33_P3382303	-1.928	2.783
A_33_P3382351	-0.954	5.706
A_33_P3382403	0.61	1.944
A_33_P3382423	-0.778	4.638
A_33_P3382513	-0.263	1.938
A_33_P3382538	-0.821	3.895
A_33_P3382560	-0.517	3.976
A_33_P3382595	1.408	4.637
A_33_P3382629	1.312	5.151
A_33_P3382830	0.553	1.742
A_33_P3382860	-0.724	3.004
A_33_P3382887	0.995	1.836
A_33_P3382924	-0.72	3.999
